index,category,title,description_clean,recommendation,cost_text,standard,standard_ref,severity,raw_description
197,חשמל,תאורת חירום חסרה בחדר מדרגות,"חדר מדרגות ללא תאורת חירום עצמאית עם סוללה. בעת הפסקת חשמל חדר המדרגות חשוך לחלוטין, סכנת נפילה",התקנת גוף תאורת חירום עם סוללה בכל קומה בחדר המדרגות,₪250-₪500 (ליחידה),"ת""י 61 — חדרי מדרגות ומסדרונות חייבים בתאורת חירום עם סוללת גיבוי לשעה לפחות","ת""י 61 — חדרי מדרגות ומסדרונות חייבים בתאורת חירום עם סוללת גיבוי לשעה לפחות",medium,"**תאורת חירום חסרה בחדר מדרגות** — חדר מדרגות ללא תאורת חירום עצמאית עם סוללה. בעת הפסקת חשמל חדר המדרגות חשוך לחלוטין, סכנת נפילה.. המלצה: התקנת גוף תאורת חירום עם סוללה בכל קומה בחדר המדרגות. עלות משוערת: ₪250-₪500 (ליחידה)"
198,חשמל,שקע חשמל חיצוני ללא דרגת הגנה IP מתאימה,שקע חשמל במרפסת או בחוץ ללא דרגת הגנה IP44 לפחות. חשוף לרטיבות ולגשם,החלפת השקע בשקע עם דרגת הגנה IP44 ומכסה קפיצי,₪150-₪350 (ליחידה),"ת""י 61 — שקעים חיצוניים חייבים בדרגת הגנה IP44 לפחות עם מכסה קפיצי","ת""י 61 — שקעים חיצוניים חייבים בדרגת הגנה IP44 לפחות עם מכסה קפיצי",medium,**שקע חשמל חיצוני ללא דרגת הגנה IP מתאימה** — שקע חשמל במרפסת או בחוץ ללא דרגת הגנה IP44 לפחות. חשוף לרטיבות ולגשם.. המלצה: החלפת השקע בשקע עם דרגת הגנה IP44 ומכסה קפיצי. עלות משוערת: ₪150-₪350 (ליחידה)
199,חשמל,פס שוואה (אפס) לקוי בלוח חשמל,"פס השוואה (Neutral bar) בלוח החשמל עם חיבורים רופפים, חמצון, או עומס יתר. גורם לתקלות זרם ולסכנת שריפה","ניקוי פס השוואה, הידוק כל החיבורים, החלפת פס פגום במידת הצורך",₪200-₪400 (ליחידה),"ת""י 61 — פס האפס חייב להיות מחובר היטב עם כל מוליכי האפס מהודקים בברגים","ת""י 61 — פס האפס חייב להיות מחובר היטב עם כל מוליכי האפס מהודקים בברגים",medium,"**פס שוואה (אפס) לקוי בלוח חשמל** — פס השוואה (Neutral bar) בלוח החשמל עם חיבורים רופפים, חמצון, או עומס יתר. גורם לתקלות זרם ולסכנת שריפה.. המלצה: ניקוי פס השוואה, הידוק כל החיבורים, החלפת פס פגום במידת הצורך. עלות משוערת: ₪200-₪400 (ליחידה)"
200,חשמל,"חיווט חשמל בממ""ד לא בצנרת שריון","חיווט חשמל בתוך חדר הממ""ד שאינו עובר בצנרת שריון (ממ""ד דורש צנרת מוגנת). בפגיעה ישירה הכבלים עלולים להינזק","החלפת הצנרת הקיימת בצנרת שריון מתאימה לממ""ד",₪500-₪1200 (ליחידה),"ת""י 4766 — כבילה חשמלית בממ""ד חייבת לעבור בצנרת שריון מוגנת","ת""י 4766 — כבילה חשמלית בממ""ד חייבת לעבור בצנרת שריון מוגנת",medium,"**חיווט חשמל בממ""ד לא בצנרת שריון** — חיווט חשמל בתוך חדר הממ""ד שאינו עובר בצנרת שריון (ממ""ד דורש צנרת מוגנת). בפגיעה ישירה הכבלים עלולים להינזק.. המלצה: החלפת הצנרת הקיימת בצנרת שריון מתאימה לממ""ד. עלות משוערת: ₪500-₪1200 (ליחידה)"
201,חשמל,שקע חשמל במרפסת שירות ללא הגנת מים,שקע חשמל במרפסת שירות (כביסה) ללא כיסוי עמיד מים. מרפסת שירות חשופה לרטיבות ולמים,"החלפת השקע בדגם IP44 עם מכסה קפיצי, וודא הגנת RCD על המעגל",₪200-₪400 (ליחידה),"ת""י 61 — שקעים בסביבה רטובה/חיצונית חייבים בדרגת הגנה IP44 ומפסק פחת RCD","ת""י 61 — שקעים בסביבה רטובה/חיצונית חייבים בדרגת הגנה IP44 ומפסק פחת RCD",medium,"**שקע חשמל במרפסת שירות ללא הגנת מים** — שקע חשמל במרפסת שירות (כביסה) ללא כיסוי עמיד מים. מרפסת שירות חשופה לרטיבות ולמים.. המלצה: החלפת השקע בדגם IP44 עם מכסה קפיצי, וודא הגנת RCD על המעגל. עלות משוערת: ₪200-₪400 (ליחידה)"
202,חשמל,פעמון דלת כניסה לא מתפקד,"פעמון דלת הכניסה לדירה לא פועל - אין צלצול בלחיצה על הכפתור. בעיה בחיווט, בשנאי, או בפעמון עצמו","בדיקת חיווט הפעמון, החלפת שנאי או פעמון פגום",₪100-₪250 (ליחידה),NULL,NULL,low,"**פעמון דלת כניסה לא מתפקד** — פעמון דלת הכניסה לדירה לא פועל - אין צלצול בלחיצה על הכפתור. בעיה בחיווט, בשנאי, או בפעמון עצמו.. המלצה: בדיקת חיווט הפעמון, החלפת שנאי או פעמון פגום. עלות משוערת: ₪100-₪250 (ליחידה)"
203,חשמל,אינטרקום/דופון לא מתפקד,"מערכת אינטרקום (דופון) לא פועלת - אין שמע, אין וידאו, או לחצן פתיחה לא עובד. פוגע בביטחון הדירה","בדיקת חיווט ומסך האינטרקום, תיקון או החלפת יחידה פנימית/חיצונית",₪300-₪800 (ליחידה),NULL,NULL,medium,"**אינטרקום/דופון לא מתפקד** — מערכת אינטרקום (דופון) לא פועלת - אין שמע, אין וידאו, או לחצן פתיחה לא עובד. פוגע בביטחון הדירה.. המלצה: בדיקת חיווט ומסך האינטרקום, תיקון או החלפת יחידה פנימית/חיצונית. עלות משוערת: ₪300-₪800 (ליחידה)"
204,חשמל,שקע חשמל לא עובד,שקע חשמל ללא מתח או שלא מספק חשמל,"בדיקת חיבור, תיקון או החלפת שקע",₪150-₪350 (ליחידה),"חוק החשמל, תקנות החשמל — כל שקע חייב לספק מתח תקין ולהיות מחובר להארקה","חוק החשמל, תקנות החשמל — כל שקע חייב לספק מתח תקין ולהיות מחובר להארקה",medium,"**שקע חשמל לא עובד** — שקע חשמל ללא מתח או שלא מספק חשמל.. המלצה: בדיקת חיבור, תיקון או החלפת שקע. עלות משוערת: ₪150-₪350 (ליחידה)"
205,חשמל,חוסר הארקה בשקע,שקע חשמל ללא חיבור הארקה תקין — סכנת חשמול,"חיבור הארקה לשקע, בדיקת מערכת הארקה כללית",₪300-₪800 (ליחידה),"חוק החשמל, ת""י 61 — כל שקע חייב הארקה תקינה — דרישה בטיחותית מחייבת","חוק החשמל, ת""י 61 — כל שקע חייב הארקה תקינה — דרישה בטיחותית מחייבת",critical,"**חוסר הארקה בשקע** — שקע חשמל ללא חיבור הארקה תקין — סכנת חשמול.. המלצה: חיבור הארקה לשקע, בדיקת מערכת הארקה כללית. עלות משוערת: ₪300-₪800 (ליחידה)"
206,חשמל,מפסק/מתג לא עובד,מפסק תאורה או מתג שלא מפעיל את המעגל,החלפת מפסק/מתג פגום,₪100-₪300 (ליחידה),חוק החשמל — כל מתג חייב לפעול באופן תקין,חוק החשמל — כל מתג חייב לפעול באופן תקין,low,**מפסק/מתג לא עובד** — מפסק תאורה או מתג שלא מפעיל את המעגל.. המלצה: החלפת מפסק/מתג פגום. עלות משוערת: ₪100-₪300 (ליחידה)
207,חשמל,לוח חשמל לא תקני,"לוח חשמל עם ליקויים: מפסקים לא מסומנים, חוטים חשופים, או חוסר מפסק פחת",תיקון לוח על ידי חשמלאי מוסמך בהתאם לתקן,₪500-₪3000 (ליחידה),"חוק החשמל, ת""י 61 — לוח חשמל חייב לעמוד בתקן — סימון, מפסק פחת, סדר מעגלים","חוק החשמל, ת""י 61 — לוח חשמל חייב לעמוד בתקן — סימון, מפסק פחת, סדר מעגלים",critical,"**לוח חשמל לא תקני** — לוח חשמל עם ליקויים: מפסקים לא מסומנים, חוטים חשופים, או חוסר מפסק פחת.. המלצה: תיקון לוח על ידי חשמלאי מוסמך בהתאם לתקן. עלות משוערת: ₪500-₪3000 (ליחידה)"
208,מסגרות ברזל ומעקות,"דלת ממ""ד - מסגרת ברזל לא אטומה","מסגרת דלת הממ""ד אינה אטומה - רווחים בין המסגרת לקיר, גומי האיטום חסר או פגום. הממ""ד לא יספק הגנה כנדרש","החלפת גומי האיטום, מילוי רווחים בין המסגרת לקיר בחומר אטימה מתאים",₪500-₪1200 (ליחידה),"ת""י 4766 — דלת ממ""ד חייבת להיות אטומה לגזים ולעמוד בלחץ פיצוץ, כולל גומי איטום תקין בהיקף המסגרת","ת""י 4766 — דלת ממ""ד חייבת להיות אטומה לגזים ולעמוד בלחץ פיצוץ, כולל גומי איטום תקין בהיקף המסגרת",critical,"**דלת ממ""ד - מסגרת ברזל לא אטומה** — מסגרת דלת הממ""ד אינה אטומה - רווחים בין המסגרת לקיר, גומי האיטום חסר או פגום. הממ""ד לא יספק הגנה כנדרש.. המלצה: החלפת גומי האיטום, מילוי רווחים בין המסגרת לקיר בחומר אטימה מתאים. עלות משוערת: ₪500-₪1200 (ליחידה)"
209,מסגרות ברזל ומעקות,"דלת ממ""ד - ברגי נעילה לא מתפקדים","ברגי הנעילה של דלת הממ""ד (קרמונים) אינם נכנסים לשקעים במשקוף, קשים להפעלה, או חסרים. הדלת לא ניתנת לנעילה אטומה","שימון/תיקון ברגי הנעילה, כוונון שקעי המשקוף, החלפת חלקים פגומים",₪300-₪800 (ליחידה),"ת""י 4766 — דלת ממ""ד חייבת להיות ניתנת לנעילה אטומה באמצעות ברגי נעילה תקינים","ת""י 4766 — דלת ממ""ד חייבת להיות ניתנת לנעילה אטומה באמצעות ברגי נעילה תקינים",critical,"**דלת ממ""ד - ברגי נעילה לא מתפקדים** — ברגי הנעילה של דלת הממ""ד (קרמונים) אינם נכנסים לשקעים במשקוף, קשים להפעלה, או חסרים. הדלת לא ניתנת לנעילה אטומה.. המלצה: שימון/תיקון ברגי הנעילה, כוונון שקעי המשקוף, החלפת חלקים פגומים. עלות משוערת: ₪300-₪800 (ליחידה)"
